"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"1987.96.31","False","True",327309,"Ancient Near Eastern Art","Stamp seal","Cowroid seal","","Dynasty 17-18 (?), New Kingdom, Hyksos (?)","","","","","","","","","","","","","ca. 1700–1520 B.C.",-1700,-1520,"Stone, brown","Seal Face; 1.84 x 0.92 cm
Height: 0.42 cm
String Hole: 0.1 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt or Levant","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327309","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.32","False","True",327310,"Ancient Near Eastern Art","Stamp seal","Scarab seal","","Middle Bronze Age–Iron Age","","","","","","","","","","","","","2nd–1st millennium B.C.",-2000,-1,"Stone","0.31 x 0.46 x 0.63 in. (0.79 x 1.17 x 1.6 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt or Levant","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327310","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.33","False","True",327311,"Ancient Near Eastern Art","Stamp seal","Stamp seal: Bes; cartouche of Men-kheper-re (Thutmose III)","Egyptian","New Kingdom","","","","","","","","","","","","","ca. 1479–1425 B.C.",-1479,-1425,"Stone","0.24 x 0.51 x 0.67 in. (0.61 x 1.3 x 1.7 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt or Levant","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327311","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.34","False","True",327312,"Ancient Near Eastern Art","Stamp seal","Rectangular plaque seal","Egyptian","New Kingdom","","","","","","","","","","","","","ca. 1479–1425 B.C.",-1479,-1425,"Bone (?)","0.24 x 0.55 x 0.75 in. (0.61 x 1.4 x 1.91 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Ivory/Bone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327312","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.35","False","True",327313,"Ancient Near Eastern Art","Stamp seal","Scaraboid seal with relief of udjat eye","Egyptian","First Intermediate Period–early Middle Kingdom","","","","","","","","","","","","","ca. mid 22nd–20th century B.C.",-2150,-1900,"Stone","0.24 x 0.39 x 0.55 in. (0.61 x 0.99 x 1.4 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327313","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.36","False","True",327314,"Ancient Near Eastern Art","Stamp seal","Bell-shaped seal with perforated fist-shaped handle","Achaemenid","Achaemenid","","","","","","","","","","","","","ca. 6th–5th century B.C.",-600,-400,"Ceramic, green","Seal Face: 1.75 cm
Height: 1.77 cm
String Hole: 0.2 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Northern Syria","","","","","","Ceramics-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327314","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.115,"False","True",327315,"Ancient Near Eastern Art","Vessel","Miniature vessel","","","","","","","","","","","","","","","ca. 1600–1400 B.C.",-1600,-1400,"Ceramic","2.99 in. (7.59 cm)","Bequest of Charles K. Wilkinson, 1986","","","","","","Iran","possibly from Tepe Giyan","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/327315","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.159,"False","True",327316,"Ancient Near Eastern Art","Beaker","Beaker","","Iron Age II","","","","","","","","","","","","","ca. 10th–9th century B.C.",-1000,-800,"Bronze","5.94 in. (15.09 cm)","Purchase, Mrs. Vladimir S. Littauer Gift and Ehsan Yarshater Gift, 1987","","","","","","Western Iran","","","","","","Metalwork-Vessels","","http://www.metmuseum.org/art/collection/search/327316","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.200.1","False","True",327317,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression: scorpion-man, deities, one on winged lion","Assyrian","Neo-Assyrian","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Quartz, crypto-crystalline","1.61 in. (4.09 cm)","Rogers Fund, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327317","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.200.2","False","True",327318,"Ancient Near Eastern Art","Stamp seal","Stamp seal","Sasanian","Sasanian","","","","","","","","","","","","","ca. 5th–7th century A.D.",400,700,"Agate, banded","0.98 x 0.87 x 1.18 in. (2.49 x 2.21 x 3 cm)","Rogers Fund, 1987","","","","","","Iran","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327318","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.219,"False","True",327319,"Ancient Near Eastern Art","Sculpture","Smiting weather god or warrior with horned headgear","Canaanite","Late Bronze Age","","","","","","","","","","","","","ca. 14th–13th century B.C.",-1400,-1200,"Bronze","6.26 in. (15.9 cm)","Gift of Sheldon and Barbara Breitbart, 1987","","","","","","Levant","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/327319","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.255,"False","True",327320,"Ancient Near Eastern Art","Stamp seal","Stamp seal","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2300,-1700,"Lapis lazuli","0.51 x 0.43 in. (1.3 x 1.09 cm)","Gift of Robert Haber, 1987","","","","","","Bactria-Margiana","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327320","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.343,"False","True",327321,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression: worshiper before a seated ruler or deity; seated female under a grape arbor","Elamite","Old Elamite","","","","","","","","","","","","","ca. early 2nd millennium B.C.",-2000,-1500,"Serpentine","1.3 in. (3.3 cm)","Purchase, Howard Phipps Foundation Gift, 1987","","","","","","Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327321","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1988.80,"False","True",327322,"Ancient Near Eastern Art","Relief","Plaque depicting a horse and rider","Assyrian","Neo-Assyrian","","","","","","","","","","","","","ca. 883–859 B.C.",-883,-859,"Bronze, traces of gold overlay","0.51 x 4.59 in. (1.3 x 11.66 cm)","Purchase, Nathaniel Spear Jr. Gift, 1988","","","","","","Mesopotamia","","","","","","Metalwork-Reliefs","","http://www.metmuseum.org/art/collection/search/327322","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.81.1","False","True",327323,"Ancient Near Eastern Art","Sculpture","Head of a female","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2250,-1750,"Limestone or lime plaster","1.8 x 1.07 in. (4.57 x 2.72 cm)","Purchase, Nathaniel Spear Jr. Gift, 1988","","","","","","Bactria-Margiana","","","","","","Stone-Sculpture","","http://www.metmuseum.org/art/collection/search/327323","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.81.2","False","True",327324,"Ancient Near Eastern Art","Sculpture","Bird of prey","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2250,-1750,"Marble, calcite, copper alloy, lapis lazuli","1.28 x 1.48 in. (3.25 x 3.76 cm)","Purchase, Nathaniel Spear Jr. Gift, 1988","","","","","","Bactria-Margiana or eastern Iran","","","","","","Stone-Sculpture","","http://www.metmuseum.org/art/collection/search/327324","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.1","False","True",327325,"Ancient Near Eastern Art","Vessel","Spouted vessel with lion-shaped handle","","Iron Age","","","","","","","","","","","","","ca. early 1st millennium B.C.",-1000,-1,"Bronze","3.39 x 3.58 in. (8.61 x 9.09 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Western Iran","","","","","","Metalwork-Vessels","","http://www.metmuseum.org/art/collection/search/327325","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.2","False","True",327326,"Ancient Near Eastern Art","Axe","Spiked axe head","Iran","Iron Age I-II","","","","","","","","","","","","","ca. 1200–900 B.C.",-1200,-900,"Bronze","3.31 x 7.76 in. (8.41 x 19.71 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/327326","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.3","False","True",327327,"Ancient Near Eastern Art","Axe","Crescent-shaped axe head with an iron blade","Iran","Iron Age II","","","","","","","","","","","","","ca. early 1st millennium B.C.",-1000,-750,"Bronze, iron","5.51 x 3.11 in. (14 x 7.9 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/327327","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.4","False","True",327328,"Ancient Near Eastern Art","Pin","Pin","Iran","Iron Age III","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Bronze","4.21 x 9.06 in. (10.69 x 23.01 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327328","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.5","False","True",327329,"Ancient Near Eastern Art","Horse bit cheekpiece","Horse bit cheekpiece in form of a horse","Iran","Iron Age III","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Bronze","3.62 x 5.51 in. (9.19 x 14 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Equestrian","","http://www.metmuseum.org/art/collection/search/327329","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.6","False","True",327330,"Ancient Near Eastern Art","Pin head","Head of pin","","Iron Age II-III","","","","","","","","","","","","","ca. 9th–8th century B.C.",-900,-700,"Bronze","4.6 x 3.11 in. (11.68 x 7.9 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Western Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327330","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.7","False","True",327331,"Ancient Near Eastern Art","Dagger","Dagger","","","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-3000,-2000,"Bronze","2.06 x 10.71 in. (5.23 x 27.2 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran or Mesopotamia","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/327331","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.8","False","True",327332,"Ancient Near Eastern Art","Pin","Pin","Iran","Iron Age III","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Bronze","10.43 in. (26.49 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327332","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.9","False","True",327333,"Ancient Near Eastern Art","Pin head","Head of a pin: horned demon holding inverted lions","Iran","Iron Age III","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Bronze","3.82 x 3.35 in. (9.7 x 8.51 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327333","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.10","False","True",327334,"Ancient Near Eastern Art","Whetstone","Whetstone handle","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","3.07 x 4.21 in. (7.8 x 10.69 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/327334","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.11","False","True",327335,"Ancient Near Eastern Art","Rattle bell","Openwork rattle bell","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","2.42 x 1.04 in. (6.15 x 2.64 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran","","","","","","Metalwork-Equestrian","","http://www.metmuseum.org/art/collection/search/327335","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.12","False","True",327336,"Ancient Near Eastern Art","Pendant","Pendant","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","2.09 x 2.5 in. (5.31 x 6.35 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327336","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.13a, b","False","True",327337,"Ancient Near Eastern Art","Horse bit cheekpieces","Horse bit cheekpieces in form of a horse with spiked mane","","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","2.99 x 6.46 in. (7.59 x 16.41 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Western Iran","","","","","","Metalwork-Equestrian","","http://www.metmuseum.org/art/collection/search/327337","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.14","False","True",327338,"Ancient Near Eastern Art","Bracelet","Bracelet with horses at terminals","","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","3.35 x 2.95 in. (8.51 x 7.49 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Western Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327338","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.15","False","True",327339,"Ancient Near Eastern Art","Bracelet","Bronze bracelet","Iran","Iron Age","","","","","","","","","","","","","ca. 6th century B.C.",-600,-500,"Bronze","3 1/4 x 1/4 x 2 13/16 in. (H including lions 8.3 x D 0.7 x Diam 7.2 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327339","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.16","False","True",327340,"Ancient Near Eastern Art","Relief","Plaque","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","3.58 x 5.94 in. (9.09 x 15.09 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran","","","","","","Metalwork-Reliefs","","http://www.metmuseum.org/art/collection/search/327340","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.17","False","True",327341,"Ancient Near Eastern Art","Sculpture","Ibex","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","3.05 x 2.15 in. (7.75 x 5.46 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/327341","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.18","False","True",327342,"Ancient Near Eastern Art","Cauldron attachment","Cauldron attachment: bull's head","","","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Bronze","2.36 x 2.48 in. (5.99 x 6.3 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Greece","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/327342","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.19","False","True",327343,"Ancient Near Eastern Art","Sculpture","Head of man","","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","3.78 x 1.97 in. (9.6 x 5 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Transcaucasia","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/327343","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1988.102.20","False","True",327344,"Ancient Near Eastern Art","Plate","Plate","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C. (?)",-1000,-1,"Bronze","2.52 in. (6.4 cm)","Gift of Ernest Erickson Foundation, 1988","","","","","","Iran","","","","","","Metalwork-Vessels","","http://www.metmuseum.org/art/collection/search/327344","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
